,X.1,Year,Name,Age,Team,Position,MPG,FGM3,FGA3,FGM2,FGA2,FTM,FTA,Offensive_Rebounds,Defensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,X,EST_Points,EST_FTM,EST_FTA,EST_FGM2,EST_FGA2,EST_FGM3,EST_FGA3,EST_MPG,EST_Offensive_Rebounds,EST_Defensive_Rebounds,EST_Total_Rebounds,EST_Assists,EST_Steals,EST_Blocks,EST_Turnovers,EST_Fouls,ESPN_Fantasy_Score,EST_ESPN_Fantasy_Score,Yahoo_Fantasy_Score,EST_Yahoo_Fantasy_Score,Likelihood
533,532,2022,Jeff Green,35,DEN,C,24.8,0.8,2.4,3,5,2,2.5,0.5,2.6,3.1,1.2,0.3,0.5,1.1,2.3,10.4,258,8.964788909,1.406318882,1.879518819,1.891770185,3.495548287,1.280906847,3.341600248,21.55023676,0.324092577,2.547933313,2.87202589,1.407712148,0.385686129,0.326771127,0.707482674,1.583545191,17.4,16.40301521,17.22,15.95267729,0.00075121
534,533,2022,LaMarcus Aldridge,36,BRK,C,22.9,0.4,1.2,5.3,8.9,1.5,1.8,1.5,4.1,5.6,0.8,0.4,1.1,0.9,1.7,13.3,394,13.808476,1.712771092,1.937053956,4.323204284,8.342480081,1.030448151,2.838682702,24.30756173,0.937307796,3.865491852,4.802799648,1.881508411,0.409233478,1.061049436,1.065394696,1.779924462,26.1,26.45694211,24.82,25.73955224,0.020080517
535,534,2022,Lance Stephenson,31,TOT,SF,17.2,0.7,2.5,2.2,4.1,0.6,0.8,0.3,2.7,3,3.2,0.5,0,1.2,2.1,7.2,525,7.037244054,0.54165287,0.827236643,1.974632739,3.848909488,0.805665788,2.477498051,19.34643807,0.369909339,2.882319347,3.252228686,2.514909768,0.473597987,0.10477783,1.188139651,1.673891993,15.9,15.01078777,15.9,15.25927093,NA
536,535,2022,Wes Iwundu,27,ATL,SF,27.3,1,1.7,1.7,4.3,1,1.3,1,3.3,4.3,0,0.3,0,0.3,2.7,7.3,418,3.579235236,0.745894814,0.973978644,1.019989416,2.116492244,0.296315672,1.323857025,14.94133432,0.417300066,1.972528762,2.389828828,0.773455635,0.444393283,0.196948116,0.450199227,1.38391492,12.3,8.441435225,13.06,9.081038252,4.35E-05
537,536,2022,Usman Garuba,19,HOU,PF,7,0.1,0.9,0.4,0.7,0.1,0.1,0.6,1.7,2.3,0.5,0.5,0.4,0.2,0.6,1.3,31,8.669447737,1.316584096,1.889224355,2.386890094,4.751341365,0.750504146,2.222430033,21.05142708,0.804396858,2.756949599,3.561346457,1.690832707,0.594938574,0.44278241,1.231746153,1.686989836,7.3,16.77873221,7.31,17.36072934,7.57E-07
538,537,2022,Joshua Primo,19,SAS,SG,13.9,0.7,2.1,0.8,1.9,0.5,0.6,0.4,1.2,1.6,1.4,0.4,0.5,0.9,0.9,4.3,35,6.907435801,0.960659736,1.294722722,1.448005669,3.060049566,0.716767932,2.187423912,17.47363916,0.383416079,2.198173046,2.581589125,1.148635717,0.561247556,0.278409131,1.048784493,1.538085077,10.1,12.51213279,10.12,13.19848189,7.60E-06
539,538,2022,Wayne Selden,27,NYK,SG,6.3,0.3,0.7,0,0.7,0.7,1.3,0,0.3,0.3,0.3,0,0,0,0.3,1.7,484,7.200737678,1.07181852,1.489297559,2.06278992,3.745553329,1.142429085,3.371821467,20.80221917,0.598874333,1.982050765,2.580925098,1.59708764,0.500280446,0.216793973,1.021409693,1.66445706,1.5,13.81932961,2.51,13.82329282,2.95E-06
540,539,2022,Monte Morris,26,DEN,PG,29.8,1.7,4.4,3.4,6.2,0.6,0.9,0.3,2.4,2.7,4.2,0.7,0.1,1.2,1.4,12.6,202,10.57966469,1.312137409,1.691573683,3.113038561,5.912479472,1.08398483,2.895881029,24.23524418,0.276216992,1.958950542,2.235167534,3.510907311,0.770868236,0.267985146,0.80051066,1.139513093,25.5,22.68127389,23.34,20.84427618,0.004747215
541,540,2022,P.J. Washington,23,CHO,PF,24.6,1.8,4.5,1.7,3.4,1.2,1.7,1.4,4.1,5.5,2.3,0.8,1,1.5,2.6,10,103,12.87554693,1.803143622,2.457663723,3.044522181,6.04453004,1.799810446,4.548964256,29.03553584,1.306704436,4.617932213,5.924636649,2.4644477,0.996739231,0.980084892,1.669176074,2.471344006,24.7,28.53848462,23.95,27.94307875,0.003408152
542,541,2022,Rui Hachimura,23,WAS,PF,13.7,0,1.7,2,4.3,1.3,2.3,0.3,1.7,2,0.7,0,0,0.7,0.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,8.05,NA,3.42E-05
543,542,2022,Moses Moody,19,GSW,SG,7,0.2,1.2,0.6,1,0.3,0.4,0.2,0.9,1.1,0.3,0.1,0.2,0.2,0.4,2.1,24,8.816040129,1.571621034,2.084182202,2.508947699,5.34160876,0.980118248,3.036739998,21.29089145,0.954602552,2.6961255,3.650728052,1.631925256,0.570969386,0.314083422,1.39291595,1.824892077,4.1,15.55233824,4.57,16.90704415,5.30E-05
544,543,2022,Willie Cauley-Stein,28,DAL,C,9.8,0.1,0.1,0.8,1.8,0.1,0.1,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,281,6.592700999,0.946307555,1.506280025,2.708699124,4.271054255,0.090944281,0.39165313,18.09953947,1.250964193,3.398269655,4.649233848,1.242040083,0.623194934,0.840971749,0.686832086,2.186151757,6.2,18.67656881,6.27,17.7405097,1.15E-05
545,544,2022,Udoka Azubuike,22,UTA,C,6.7,0,0,0.7,0.8,0.2,0.3,0.3,1,1.3,0,0.2,0.3,0.3,0.5,1.5,66,3.35619002,0.90403286,1.212264493,1.086264892,2.050123424,0.203227718,0.506661191,9.782298991,0.469663443,1.140703741,1.610367184,0.613615694,0.306779902,0.349632948,0.541133882,1.046628222,4.7,7.654368918,4.26,7.63715885,2.08E-05
546,545,2022,Deni Avdija,21,WAS,SF,22.9,0.8,2.8,1.8,3.3,1.1,1.5,0.7,4.1,4.8,1.6,0.8,0.7,0.9,2.3,7.1,90,8.203815864,0.955887099,1.377378829,1.988074661,3.719350156,1.176894315,3.453875324,24.92953921,0.627351434,4.785806836,5.41315827,1.901610891,0.671341207,0.382129362,0.921700417,2.407700983,18.8,19.70279242,18.86,19.79073341,0.000444734
547,546,2022,Isaiah Hartenstein,23,LAC,C,16.4,0.1,0.1,3.2,4.8,1.1,1.7,1.8,2.9,4.7,1.9,0.8,1.3,1,2.6,7.7,185,7.531988428,1.476442801,2.049806271,2.812189648,4.898358719,0.292477258,0.782529407,16.08098204,1.341538506,2.867509877,4.209048383,1.852755553,0.558661767,0.702929052,1.203938638,2.16585424,23.8,18.33259339,21.49,17.94281364,0.000658809
548,547,2022,Anthony Gill,29,WAS,PF,6.8,0.3,0.4,0.8,1.3,0.6,0.8,0.5,1.1,1.6,0.5,0.1,0.1,0.3,1.1,3.2,458,3.354644517,0.537543619,0.658165309,0.892449502,1.391749977,0.425300813,1.09153664,9.738340348,0.582405297,1.61040812,2.192813417,0.858607288,0.402634466,0.209472546,0.431337237,1.153753819,6.6,9.30731922,6.17,8.678915348,1.23E-05
549,548,2022,Tim Hardaway Jr.,29,DAL,SG,30.5,2.4,7.4,2.7,5.6,1.8,2.4,0.4,3.5,3.9,2.4,1,0.2,0.7,1.8,14.5,282,16.29842858,1.968377543,2.435075123,3.034171711,5.769425655,2.903151647,7.41663763,27.01758128,0.37051749,2.848253388,3.218770878,2.070304657,0.508555618,0.219157034,1.033778596,1.631612475,25.6,25.62613969,25.68,24.41576998,0.010108233
550,549,2022,Frank Jackson,23,DET,PG,22.7,1.9,5.6,1.8,3.6,1.3,1.6,0.3,1.2,1.5,0.9,0.5,0.2,0.8,1.6,10.7,235,10.3900392,1.567746093,2.018858326,2.160949393,4.27867755,1.497092814,3.973581958,19.39295576,0.558646794,1.966487657,2.525134451,1.452753298,0.465647487,0.127932058,1.026308771,1.45970508,15,16.25218637,15.15,16.35376035,2.51E-05
551,550,2022,Marcus Smart,27,BOS,PG,34.1,1.4,4.8,2.6,5.5,2.1,2.6,0.6,3.3,3.9,5.3,1.9,0.3,2,2.5,11.6,191,13.09270831,2.470587668,3.079994156,2.372381206,4.946933044,2.079339918,6.17478233,31.9794793,0.765481575,2.799339157,3.564820732,5.491175922,1.494090463,0.474916156,2.036936171,2.484685019,29.5,30.69369532,28.83,29.47734076,0.006677243
552,551,2022,Kevin Pangos,29,CLE,PG,8.4,0.3,1.4,0.5,1,0.2,0.2,0.1,0.5,0.6,1.6,0.1,0,0.4,0.5,2.1,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5.12,NA,1.48E-05
553,552,2022,Nic Claxton,22,BRK,C,22.2,0,0,4,6.1,1.2,2,1.9,3.6,5.5,1,0.6,1.2,0.8,2.5,9.2,451,9.047976149,1.401456656,2.369089818,3.312792789,5.45363111,0.301064729,1.001869481,20.89673878,1.369645504,3.802446141,5.172091645,1.618366691,0.654582456,1.009748357,0.90930514,1.848099739,23.4,22.40116016,21.9,21.76572346,0.004138271
555,553,2022,Klay Thompson,31,GSW,SG,20,2.3,6.7,2.7,7.3,1.7,1.7,0.7,2,2.7,1.7,0.3,0.7,2,1.7,14,537,17.65605003,1.590944227,1.841355277,3.763133912,7.070044076,3.407077859,8.179219569,26.77729043,0.34452946,3.178572949,3.523102409,2.284707887,0.745631111,0.468077954,1.256458231,1.917383325,18.4,30.33831472,20.79,27.69550372,1.18E-05
556,554,2022,Zion Williamson,21,NOP,PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,27.26249951,5.622079935,8.147798681,9.742801101,15.86405928,0.60295246,1.565415365,33.08302244,2.689562121,4.744036547,7.433598668,3.382971737,0.96347407,0.702452457,2.610453061,2.167508494,0,44.24410782,0,43.64460203,3.61E-07
557,555,2022,Kawhi Leonard,30,LAC,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24.34742745,5.05084886,5.761192494,6.858667912,12.40950369,2.024535307,5.128696489,32.19365141,0.959365003,4.995227712,5.954592715,5.29248484,1.507242598,0.4191332,2.246876445,1.728470757,0,45.64113808,0,37.3019532,1.03E-06
558,556,2022,Ben Simmons,25,PHI,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,16.02958738,3.164379192,5.05892837,5.883249563,10.26410986,0.302016852,0.745550671,33.35609993,1.622605971,5.413319901,7.035925872,7.289574847,1.636085391,0.580823082,3.181140389,2.794887588,0,39.91835604,0,40.72952998,2.66E-06
559,557,2022,John Wall,31,HOU,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19.69629159,3.399666425,4.761109536,4.849353306,10.61835435,2.009112736,6.162533773,30.095898,0.451525222,2.904343721,3.355868942,6.416572645,0.95596208,0.702176179,3.136256929,1.37920631,0,33.82905859,0,34.64607685,1.25E-07
